,job_description,link,company,salary,Employment type,search_term,location,salary_lower_range,salary_higher_range,salary_middle_range,job_title,state,is_remote
1701,Business Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkLURuPmDIJ2x3-6HFh57mx6fHK61iCFRqVnJXgLZ7hJAqVlLwIpTE--wWpxoiePZHsNx2YgToCUCvU9AYVjjS1hsj4hS7gPBnkgec5-NEpmyWSimM4Mh06XG_KPbCy1X5FNWBEDqae34wu1Luowp-sT7uns-tXhHpV_eteajmwvARq46rOI04nfcyq5eHHxAg5ltAxpggnYcnzjL4vm1NQ2rwDAFGpyX4v3Zb1iD39KQd9apnDKzydDmM0D7NQYBPIOEFhZJYfcigT8SHUcDWG-JAuO1z1t7oUV1czVYISRhsuspMdNapvIy8Dd8CFfmJq49S0l6BjpoMgVAYxA_Scot4NL1D69EhWuVcXiQQ84zgtSVRLBS4-8F0qGbuYY0jU2bknOKgyWuxeG46Y1hbup3i6svZBcEVAQZ8lY8wlkk-v1lZhL0sJ_LlGvWgMm8lVFG8rcApEsLAHPFLe_zQ0xl9ZPspnlwsenQ1-wOaxvcjNnysTNOnzzIBPBfuwGhi4tpWLGeDRFGgaZUJ9GiPqwswiFyO_y-c1OG5sZXJC7mnYxoppDd9AFWdMFN38Y5R7sohBmhkX_GAEZz_T7bRywZMxAhu50w7Y_dfUUGS0Q==&xkcb=SoD4-_M3JkVzQbxyp50NbzkdCdPP&p=6&fvj=1&vjs=3,Masis Professional Group,From $32 an hour,"Full-time
+2",Business-Analyst,"Buffalo, NY",66560.0,66560.0,66560.0,Business Analyst,NY,N
1702,Entry Level Business Analyst,https://www.indeed.com/company/Cloudloadsolution/jobs/Entry-Level-Analyst-bad77daec44f92e7?fccid=dc35c5548c512c41&vjs=3,Cloudloadsolution,"$70,000 - $80,000 a year",Full-time,Business-Analyst,Remote,70000.0,80000.0,75000.0,Business Analyst,Remote,Y
1703,Business Analyst,https://www.indeed.com/rc/clk?jk=3a2a4d3bb0dbce1f&fccid=2a13b5ec705d5d43&vjs=3,Blu Omega LLC,"$102,000 - $112,000 a year","Contract
+1",Business-Analyst,United States,102000.0,112000.0,107000.0,Business Analyst,Remote,Y
1704,Business Strategy Analyst,https://www.indeed.com/rc/clk?jk=e148e58702174358&fccid=548e0909717a6ddf&vjs=3,Millennium Management LLC,"$70,000 - $160,000 a year",Full-time,Business-Analyst,"New York, NY 10022 ",70000.0,160000.0,115000.0,Business Analyst,NY,N
1705,Business Analyst,https://www.indeed.com/company/Integration-Developer-Network/jobs/Business-Analyst-d8a20925248b6c21?fccid=6af1cd9d656e6476&vjs=3,Integration Developer Network LLC,$65 - $70 an hour,Contract,Business-Analyst,Remote,135200.0,145600.0,140400.0,Business Analyst,Remote,Y
1706,Healthcare Business Analyst,https://www.indeed.com/company/Ion-Computer-Systems/jobs/Business-Analyst-4cf43f383dcf3874?fccid=8e76296a8b923f66&vjs=3,ION Computer Systems,$60 - $65 an hour,"Full-time
+1",Business-Analyst,"Melville, NY",124800.0,135200.0,130000.0,Business Analyst,NY,N
1707,Business Intelligence Analyst,https://www.indeed.com/rc/clk?jk=c43ddeedcb967f3f&fccid=3e8f5fe4fdb2763d&vjs=3,Talent Systems,"$100,000 - $120,000 a year",Full-time,Business-Analyst,"Remote in New York, NY",100000.0,120000.0,110000.0,Business Analyst,NY,N
1708,Business Analyst -- Data Analytics,https://www.indeed.com/company/TD-Witz-Associates/jobs/Business-Analyst-42d5cf040b99694f?fccid=221d68643c588cdc&vjs=3,TD Witz Associates,"$150,000 - $250,000 a year",Full-time,Business-Analyst,"New York, NY 10019 ",150000.0,250000.0,200000.0,Data Analyst,NY,N
1761,Business Analyst - NG911,https://www.indeed.com/rc/clk?jk=7ee651e4cd0431d1&fccid=78af6ca818d1665d&vjs=3,Stratford Solutions Inc.,$60 - $70 an hour,Contract,Business-Analyst,"Brooklyn, NY",124800.0,145600.0,135200.0,Business Analyst,NY,N
1762,Business Intelligence Analyst,https://www.indeed.com/rc/clk?jk=7d84b622c2f807db&fccid=bd976cc171c690e0&vjs=3,Columbia University,"$70,650 - $88,950 a year",Full-time,Business-Analyst,"New York, NY",70650.0,88950.0,79800.0,Business Analyst,NY,N
1763,Junior Business Analyst,https://www.indeed.com/rc/clk?jk=33368b54d7981c1d&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$75,000 - $90,000 a year",Full-time,Business-Analyst,"Queens, NY 11101",75000.0,90000.0,82500.0,Business Analyst,NY,N
1765,Entry Level Business Analyst,https://www.indeed.com/company/DigitalTransGlobal/jobs/Entry-Level-Analyst-70393ccbb21fa73f?fccid=ae81f8e43ad6a4f1&vjs=3,DigitalTransGlobal,"$60,000 - $75,000 a year",Full-time,Business-Analyst,Remote,60000.0,75000.0,67500.0,Business Analyst,Remote,Y
1766,Equity Finance: Post-Trade Business Analyst,https://www.indeed.com/rc/clk?jk=49080b92fe22f22c&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,"$125,540 - $188,310 a year",Full-time,Business-Analyst,"New York, NY",125540.0,188310.0,156925.0,Business Analyst,NY,N
1767,Entry Level Business Analyst,https://www.indeed.com/company/Microflexinfra/jobs/Entry-Level-Analyst-64ddd5385091fdc2?fccid=f49d259b637365ec&vjs=3,Microflexinfra,"$65,000 - $75,000 a year",Full-time,Business-Analyst,Remote,65000.0,75000.0,70000.0,Business Analyst,Remote,Y
1768,Business Analyst,https://www.indeed.com/company/Preludesys/jobs/Business-Analyst-18dbbab1ef240c9d?fccid=926c8350907084d6&vjs=3,Preludesys,$75 - $80 an hour,Contract,Business-Analyst,Remote in Texas,156000.0,166400.0,161200.0,Business Analyst,TX,N
1834,Business Analyst || NYC ONSITE || Contract Role,https://www.indeed.com/company/Valsatech-Corp/jobs/Business-Analyst-d2a829631dbd1767?fccid=e20d8b8ce46b3390&vjs=3,Valsatech Corp,$60 - $65 an hour,"Full-time
+1",Business-Analyst,"Bronx, NY 10474 ",124800.0,135200.0,130000.0,Business Analyst,NY,N
1835,Business Analyst,https://www.indeed.com/company/MISS-DIG-811/jobs/Business-Analyst-a8d015deae53902f?fccid=58b592a246fb5492&vjs=3,MISS DIG 811,"$78,126 - $110,000 a year",Full-time,Business-Analyst,Remote in Michigan,78126.0,110000.0,94063.0,Business Analyst,MI,N
1839,Sr. Business Analyst,https://www.indeed.com/rc/clk?jk=1b25be4aed130ebb&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$108,071 - $124,282 a year",Full-time,Business-Analyst,"New York, NY 10007 ",108071.0,124282.0,116176.5,Business Analyst,NY,N
1840,Entry Level Business Analyst,https://www.indeed.com/company/ALCglobalSoftware/jobs/Entry-Level-Analyst-c4ec49b6dc57b51a?fccid=f924474da6ce4e39&vjs=3,ALCglobalSoftware,"$60,000 - $75,000 a year",Full-time,Business-Analyst,Remote,60000.0,75000.0,67500.0,Business Analyst,Remote,Y
1841,Business Analyst,https://www.indeed.com/rc/clk?jk=66fec2ae26deb8c3&fccid=8077183a161ef0fd&vjs=3,New York University,"$73,800 - $90,200 a year",Full-time,Business-Analyst,"Hybrid remote in New York, NY 10012",73800.0,90200.0,82000.0,Business Analyst,NY,N
1843,Sr Business Analyst,https://www.indeed.com/rc/clk?jk=d9f7e750687cce2e&fccid=4923def3c977c4fa&vjs=3,mPulse Mobile,"$92,750 - $99,998 a year",Full-time,Business-Analyst,Remote,92750.0,99998.0,96374.0,Business Analyst,Remote,Y
1924,Inside Sales Business Development Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4ehQhkyt7GrkYFAdLCKqicVBQ2s0HxVyP6pTUaiWCy_xB3HxCr3TXu4ySzSV4cO8FTxvdFhnCnX7Td1UUK5qnyp1JSkQ6TgaH1YQpgAJKcveHrgR7WnmnG8fhPXIrqdV4GXwlL1ed5aYP-FuZKYXv-OCrTmj4oph8TfXo1rnD5spFlu3o7dQbiLlgprDcvIlakcU9f3viyn2UaRLq-fGesXsNeHSftBak1fAF4CIMDRh1xuj7-MG_vVlgBW1syA5yPPgdvlIaVt5POi64hnhE5vrZM80Qx9TsduD-x53h6HSRfIJg88RF9EzYeIp8y6mRXFjJwf-lDqkqiw3jI-GYCYxK2IKrW3G5PQ5pfwyUr9Wgi2tzo2J9ak7TkbvJb9MAEXMmTci0yZBS-gFfn8eymirTeQ5JwSsriudfEyf4brv7n0lVWp_rVNX9ihVzpErg36HG8nWFECXmmDf8lebxfKzOcu_bNOS1dJa6YvtUXmkoNVs91lXhbnXM82AEcaoJMN84BxLJxA-i_vjw65uckFOwD2QjMPqczGT_Mk-nDwlCzJBpKlZdz8G2HTn6MzCVt6ErP0mV7X3ot896JU4BIRfd1Y6WJF2Bi11_K6E1_F1ALxrBI7BWQZKybV1Z3QWEu143PsVr3hViwTS6-lXJrkosxApKHFEPEtmNnYMoSZUbt6xSbk07d0peqK3QyrLoBfhPfOwJKbUFPQbdh_jnZKASRvlv_bzkKvNzf2D1MGxKAOWEstkM5abc6iGZPau5r0EGLZ73s5cGPgfaDcek6PAbVSvU5UJcNlriBF4T8SEsKWv-1PVpVSrlt8I0Tya2oL3M7YJWmSTbGgkO-8OAjsgIc-RYERkw2QGc0AvwE_xOuifCAFPy3GP2uRpVkV03gOKk1VbfEi8vnOIM8Y1nRpr3T4YQ2zXbAeAXsnPUJgqvWw9ZGF6-19PNlaLK1hVwfz73oyh29pckLBgF2psJPHz1kSRFY3EM-yHlhz9A4j03G_GypsAq5MANYOYqQ0f7_Obsd4SrNC7pxUvd3Rtpc-1BsktXARkiCu8yB2Af_BzxMUeNWCBRPA3zvpaIRWkoUUfbvU4vOvRNHSVwAXNEz4soaYLkP-dVxqVXXxbzFs9bImoUmUvidY26SJ0n7bthyxDL0wj6aBf_0xPrWHWT9_8=&xkcb=SoAg-_M3JkWPZS2bRx0PbzkdCdPP&p=4&fvj=0&vjs=3,CyberCoders,"$50,000 - $70,000 a year",Full-time,Business-Analyst,"Hybrid remote in Norwalk, CT 06854",50000.0,70000.0,60000.0,Business Analyst,CT,N
1928,Business Systems Analyst,https://www.indeed.com/rc/clk?jk=89bc5bc59a9249de&fccid=874ab05b43ddb441&vjs=3,"Holtzbrinck Publishers, LLC","$85,000 - $100,000 a year",Full-time,Business-Analyst,"New York, NY 10271 ",85000.0,100000.0,92500.0,Business Analyst,NY,N
1929,Business Analyst (Temp),https://www.indeed.com/rc/clk?jk=a3c15e19f1aa351f&fccid=8b2fb0713ec81d23&vjs=3,Tower Legal Solutions,$23 - $25 an hour,Temporary,Business-Analyst,"Hybrid remote in New York, NY",47840.0,52000.0,49920.0,Business Analyst,NY,N
1930,Business analyst(No H1B),https://www.indeed.com/company/IT-Engagements/jobs/Business-Analyst-6444edbd84c6dc02?fccid=0a97ba15ee10e561&vjs=3,"IT Engagements,Inc.",Up to $50 an hour,Contract,Business-Analyst,"New York, NY 11215 ",104000.0,104000.0,104000.0,Business Analyst,NY,N
1932,Enterprise Accounts Business Analyst,https://www.indeed.com/rc/clk?jk=c034002915885c37&fccid=cb7ece531bc74ee6&vjs=3,B&H Photo,"$65,000 - $81,000 a year",Full-time,Business-Analyst,"New York, NY 10001 ",65000.0,81000.0,73000.0,Business Analyst,NY,N
1934,Entry Level Business Analyst,https://www.indeed.com/company/Asset-Capital-Market/jobs/Entry-Level-Analyst-673a2572dafeb724?fccid=4a06159011adabbe&vjs=3,Asset Capital Market,"$70,000 - $80,000 a year",Full-time,Business-Analyst,Remote,70000.0,80000.0,75000.0,Business Analyst,Remote,Y
2031,Business Intelligence Analyst II,https://www.indeed.com/rc/clk?jk=07cbe044506a13ab&fccid=bbd5b30d0414e9b5&vjs=3,Teachers Federal Credit Union,"$79,500 - $105,000 a year",Full-time,Business-Analyst,"Hauppauge, NY 11788",79500.0,105000.0,92250.0,Business Analyst,NY,N
2032,Entry Level Business Analyst,https://www.indeed.com/company/CapitalPlanHoldings/jobs/Entry-Level-Analyst-f5a5c1db5197498a?fccid=15bb5e29655cd319&vjs=3,CapitalPlanHoldings,"$68,000 - $77,000 a year",Full-time,Business-Analyst,Remote,68000.0,77000.0,72500.0,Business Analyst,Remote,Y
2033,IT Business Analyst,https://www.indeed.com/rc/clk?jk=78149bc111e69b62&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$75,000 - $160,000 a year",Full-time,Business-Analyst,"Manhattan, NY 10004 ",75000.0,160000.0,117500.0,Business Analyst,NY,N
2035,Business Analyst,https://www.indeed.com/company/Sumeru-Inc/jobs/Business-Analyst-237ee695215d39c5?fccid=217f4d66e37fbe26&vjs=3,Sumeru INC,$29.86 - $45.96 an hour,Full-time,Business-Analyst,Remote,62108.799999999996,95596.8,78852.8,Business Analyst,Remote,Y
2036,Business Analyst,https://www.indeed.com/rc/clk?jk=25fcb5087d9b4a8f&fccid=0c89a212efa3fd7e&vjs=3,Construction & Realty Services Group,"$60,000 - $70,000 a year",Full-time,Business-Analyst,"New York, NY 10001 ",60000.0,70000.0,65000.0,Business Analyst,NY,N
2037,"Business Analyst, Amazon",https://www.indeed.com/rc/clk?jk=2bfc3e2688314c16&fccid=fe2d21eef233e94a&vjs=3,Amazon Advertising LLC,"From $59,500 a year",Full-time,Business-Analyst,"New York, NY",59500.0,59500.0,59500.0,Business Analyst,NY,N
2038,"Analyst, US Business Management",https://www.indeed.com/rc/clk?jk=5a790767cc165a1a&fccid=f99648405c7e9e3a&vjs=3,CIBC,"$90,000 - $110,000 a year",Full-time,Business-Analyst,"New York, NY 10017 ",90000.0,110000.0,100000.0,Business Analyst,NY,N
2152,Business Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkLURuPmDIJ2x3-6HFh57mx6fHK61iCFRqVnJXgLZ7hJAqVlLwIpTE--wWpxoiePZHsNx2YgToCUCvU9AYVjjS1hsj4hS7gPBnkgec5-NEpmyWSimM4Mh06XG_KPbCy1X5FNWBEDqae34wu1Luowp-sT7uns-tXhHpV_eteajmwvARq46rOI04nfcyq5eHHxBbswkdsFUnAyOpHgSstUTXfI4TyzUneFk4Ybfr1YQt6GyzFD1aCv1sIS5Wm__woywTKAP6sja3ajqNf7sB6rLoqHJ62Z2TFxkZ433fwYx3k0M-utgZaqt9DYW2DrRTOk0e0S4dgpo30qfLU9mW2zRpQQ86fnX8CoWzCb24utDf30pXyIikQh8jUXep4PqlnlHwQOhSPBP9tZSv1sVbHUg7k9cY2aucBaat0F6S-oUedTEuzys5V90jmEq1aaxW04n4SGa70tCgo8gcQaWr-w-p9U0ZKaX9Or3CuZ4ucDoIkHChiQ32HfzS4wnTnvGn65r2d7QM5XW8NkL9PNEastrtAFndOFOhr2KZPwplGY7UMSKt8o4yIWIFwgNHyyaMIKcvVmgQw9Av3vkbpscCQ8N9o3oNJg3IgIAnrdTQmIjWhg==&xkcb=SoCo-_M3JkWMnyANQz0CbzkdCdPP&p=7&fvj=1&vjs=3,Masis Professional Group,From $32 an hour,"Full-time
+2",Business-Analyst,"Buffalo, NY",66560.0,66560.0,66560.0,Business Analyst,NY,N
2154,Oracle E-Business Suite (EBS) Techno-Functional Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BtIAAeaSYaStZIQSTvBWhUNsfi_-xMDXnN9zJvCmZMfyOiRGXDBN1ZI1kxPDUj6l6GZeMDVtABjUJ-q2V0SVImiJJmsb4FgRWeD3jSyIxsFDip27fzJKdsLZLa3yz9cWJZJOUDivC2a6Avk7m8TfsJRjQ55nqZoZd57VVC7qVujIanP8jgXp97c2V7tpXDeG5g1RiSqjF4RGmQSm0-ydQdIocycPsvguLJ71rXRD2vScVeAN2o5wO28UpHR_9k6jkpQs6odkCcvW-FNTj5_9zUL4KMCeHQB-k0daq6fqCQz9vPI57l2vQgmiIDyHFSG2PkBeAge1KTSqAPhGqDlIVj-jVQXdiIltN82FJ7U7JmNOENJo_il7eeB5kJht5DFPnySE9fxPoooE8yrSR1KqIQvEBiJlBwax5mtgKH-GFNk10novYJEs_S0z6Guf5wqiNa_sm10tvmfk8QfkGgvr92K_0PMO_bWptz92hk2nZbn41gAZQNmC4-qyxuk_xfM2q1bkK9ywFWIxOEYglBonx3O3VWfIrexHOxybqPtPc9bLtprZ-HaFVJhNCimAPGdwkuE9V6qtpxsFPyo3oXDPZEkK8T5KCmfXOX4aQ0IMoS1OVLb0voja3ae0dy0gTft3bncssQ199lJJNx1Lkq_Ijj0DJwZJ10VFYHvQsc_9Uc8aftJYYO8CfYLwoS3JjJ-t-IBd3lYtd6BTle4K63KSWx7PmKfvrM-wZULLNswvFGpmqtrdiCkYf9Hfw0Owk_zUqxYScuDdWbGNBVBuoeVqpMkqowFW8RlNAujqnneUkkB7sJ54E1du2NItrD9FessDbMa1atgqE16QiCwmyLB1CQBxl-w-BjswwpZTIFAY3tmllte1exRsJ9XfKbEPLigGVq2Rxl1duaUY67arlM_ZqS-c4toaxtUn9nQBPGXGvK849Qc-MMYfQ-3eV1zm2RPX2j2CEBVS9C5VsEJQ2mHXhGSWpojJj7RT_4zlTcPTBcZ6RnJRkHYLpdkVTNSENy3bdy_z36z5k31xA7UrMzyJT8vPNEqOaPlTXbMMTXridL1NTow6niNzeD6adt8aggwaxn1ZcHzy4EPJ50VHuQRJdMeMP7tJSLJq7YIPDG3K1qUqwpA_kxAxkjhikruW6xtzynfxz8vPRaLg==&xkcb=SoCB-_M3JkWMnyANQz0AbzkdCdPP&p=9&fvj=0&vjs=3,Master Lock,"$80,500 - $126,500 a year",Full-time,Business-Analyst,"Remote in Oak Creek, WI 53154",80500.0,126500.0,103500.0,Business Analyst,WI,N
2155,SaaS Business Analyst,https://www.indeed.com/rc/clk?jk=b52e01e3e60d5cb9&fccid=49ad47b3debb43f4&vjs=3,Qlik,"$86,300 - $125,100 a year",Full-time,Business-Analyst,"Remote in King of Prussia, PA 19406",86300.0,125100.0,105700.0,Business Analyst,PA,N
2156,Business Development Analyst - Equity Analyst Due Diligence,https://www.indeed.com/rc/clk?jk=6477a4069904ff6c&fccid=548e0909717a6ddf&vjs=3,Millennium Management LLC,"$125,000 - $200,000 a year",Full-time,Business-Analyst,"New York, NY 10022 ",125000.0,200000.0,162500.0,Business Analyst,NY,N
2157,Junior Business Analyst,https://www.indeed.com/rc/clk?jk=29f1e1b404babf3b&fccid=e441028c52ed8b9a&vjs=3,Kiss Products,$21.50 - $39.75 an hour,Full-time,Business-Analyst,"Port Washington, NY",44720.0,82680.0,63700.0,Business Analyst,NY,N
2158,Business Analyst,https://www.indeed.com/company/Privateer-IT/jobs/Business-Analyst-78279ac0d1a55bf3?fccid=625c6a07ced128c2&vjs=3,Privateer IT,"$85,000 - $95,000 a year",Full-time,Business-Analyst,Remote,85000.0,95000.0,90000.0,Business Analyst,Remote,Y
2159,Senior Business Intelligence Data Analyst,https://www.indeed.com/rc/clk?jk=8a33e40a3f30aeb4&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$93,288 - $120,190 a year",Full-time,Business-Analyst,"Queens, NY",93288.0,120190.0,106739.0,Data Analyst,NY,N
2161,SITEC - Cloud Administrator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWrJOJIc9CpN6yMpv0V0AydpTkzwx7H4nhH8WAx3qz9HPCVDJK4uTZRDjiZVeCWGF13lY59IT1Z4ajkhsiA2_mT5StudORzI3MWda6VQI2LVXvbOp2j-wcbLMjWaDsD5SW_U7fIRDGLHuvaI34DlGqQrs4DOUoQEgB8Mszs8lpTtWoEjlQfndt1xUz8wCMCYcelh-UGTXibEvlFuDH0M9GUfhGG5hMvvQNvyG7Mq6VU-GjMLJ9JGCm0-gNqmNKFUMhqepqznmDcUdKrBMKCrcrXTZbPBGBEb5hT5C2eMX6QbqQ8PHML3Y_JsxnxuvK8UQO7WyC4j6UZ-EKNmlNxW2XWnvjPYIFR8jZRycUwT2fhj_1F_noUOMufox6PRcqX5FXxYRnQEOxPqg83svz1PtZahl_K7yNg-5EgaUpN1lSzjVUVUbwqyegpydbmPk03yPmUH4l1YQBeo9T3mQoAHkeqWGwVduFMQTT-meng3nXTMk9mhUDCLAVuoaLUH5lm3BRZ6MhptUdxSPyGGB7851agX1kAfcxwrHQkCwRRv5wuVjSlOx9LyAqa_wcIKuI7Id3Hg3Eg9vyAVlZODXNyk1jHdoMpv8ZY2foUHXhTHRblYWRMpfJJa8BT3JI_GTJn9n-OCCSIvpzBIrOvehmCFJfWrKo_v9f1-v4IalunqqST_NUQfsz9uxCgplYkrkcxbVaJ2YGphqAGYpRgaNtVy_d1ja9yNLH4BNLrCX0mvrTkhNXfUf3FmuoRBz5PtadmE-jOnXs9aHZL7vRTSCSQmUD6sbhTQarIeZn9fki_tNLOEbJUntrLWigFDzK5SrDmtH2LufESNSifSvEejmkc3Df0IKuHbWJZIkmiIZKGSGJxBkwvCNAjKKWYLF10B2ZPHSLII8H5uC3Eyccdm5ddmRASEBk26B4_Ymuvr29qdQdQg==&xkcb=SoAL-_M3JkWLRzgNQz0KbzkdCdPP&p=1&fvj=0&vjs=3,Peraton,"$66,000 - $106,000 a year",Full-time,Data-Architect,"Macdill AFB, FL 33621 ",66000.0,106000.0,86000.0,Business Analyst,FL,N
2163,"Professional, Sr. Solution Architect",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AG0rhuLL3cCu-aCJvk-Al_nvgarBmBw6LBqSVT3WE0uLTiwjcHPzXxPkK4u9VGqKbCKE09q8pySyw2hPMwMR77sZUi-duLwlNiHJ6fAc3tFQxDxTD6mXsi5n6dPAhZj03gspIgWoYyfURQCPh9Q30_GaTqP0yiVIcIPS-pKAGWDgXfjcPrS_zs-qBfcmmKDp6A1AvJAFoTrOTJlaPBgVvheozKvYc0lXRsPQzspuram49krkwjHiTTLUI9KbNAzvus2zoWf3l65p3o8CGx8RSdP-sxBC1R0NIiT-_nLdk5Ah38T74NQFLO4JlRRk--J6Wm68ve-hnCctqoXw9GYDOtkQnvx_H616d3zEj1_sBoW49hLG-X8XCaWrc5fI5QcmEjTXdKPd0Oywgka_vNAXgAzv5YCBuBUSLzV59_Kf1SkT3U192P1eM5-vWreNV9iu8D16PpV-8njR4yO1BL8L9IlBWR4RhpzHhez6BldFPH0O715QGU0-sfFP8ZqzjcinmErs_2iv083pwatXkxVsllP9C7_WXZROYGL4kF8tFNmQSFNrMMyPDfkX6AOncaIDRo0KSiusXSnDNGhXsPw4qo-6sFfnPxthyOcAMCrEIO0ZoiMk8PnfVW9nRGiyx3oijuAa7X5I8-wf1EF8-cB5Pb&xkcb=SoAi-_M3JkWLRzgNQz0IbzkdCdPP&p=3&fvj=0&vjs=3,MVP Health Care,"$118,357 a year",Full-time,Data-Architect,"New York, NY",118357.0,118357.0,118357.0,Data Architect,NY,N
2166,Data Warehouse Developer,https://www.indeed.com/company/Saporis-Engineering-LLC/jobs/Data-Warehouse-Engineer-465b5fb88770c8f6?fccid=651b872b3227d1b8&vjs=3,Saporis Engineering LLC,"$125,000 - $145,000 a year","Full-time
+1",Data-Architect,"Hybrid remote in New York, NY 10271",125000.0,145000.0,135000.0,Data Engineer,NY,N
2168,Data Architect,https://www.indeed.com/rc/clk?jk=1af8b51ac8602e79&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$145,000 - $155,000 a year",Full-time,Data-Architect,"Manhattan, NY 10007 ",145000.0,155000.0,150000.0,Data Architect,NY,N
2169,Data Transformation Architect,https://www.indeed.com/rc/clk?jk=1c035cb49f6f9993&fccid=5bcd1ef0a7f4fb99&vjs=3,Citi,"$200,000 - $300,000 a year",Full-time,Data-Architect,"New York, NY",200000.0,300000.0,250000.0,Data Architect,NY,N
2171,Database Architect - Systematic Data Platform,https://www.indeed.com/rc/clk?jk=fd5ef92895531711&fccid=548e0909717a6ddf&vjs=3,Millennium Management LLC,"$175,000 - $250,000 a year",Full-time,Data-Architect,"New York, NY 10022 ",175000.0,250000.0,212500.0,Data Architect,NY,N
2172,Data Architect,https://www.indeed.com/rc/clk?jk=24ad4e782c3b0578&fccid=936367796261bd6e&vjs=3,INTEL,"$102,120 - $169,020 a year",Full-time,Data-Architect,Arizona,102120.0,169020.0,135570.0,Data Architect,AZ,N
2190,Sales Engineer - Experienced OH/Canada,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ctc3Lz4unJ2LJcWsmStnj-Jy_KRF6OupWjyD1oj8MpbN6Pqem2q4zyUAI6Lj5hhrTU3UahjtG-_vQHvMRQCqPw24x2qLcffc1rzmg4zFOCc58k7DBb02C8dn-8Y7F4yhOYtqxHFdGFGZ5H8Hap19qRPxlrMpzjeKEjp7oshyK4uzKN7JorvOe9n8c_1LKSY_J1Uq3DwrBP-oIo8ZF3HiPOkX3VvNGrtH24WIMt7h6wgGX88QEb7sakHhyYKj2BAIQEoGABPBhvlRAKD6JI7U3VpeJtSulR-kNDYHjTxosc-oenIhAIhG3g16DbF243IDKqqB9GElhVTIVZZ6V5YAJFi2WRHOK9R-nqg-gGp6dpIU43clZ7FlvqH0rrAdmUmINJvrDNfag_AN0vzzHTN6OCJaVpDFIuJiEszIfGadIeE6sfux6k0zcGlUrP0eb-IpGDH9Gsi3JNQV2uaH_CRextySgzVf3xq8H_rKNS4l_dJIUCgZ7pZ5UE4pfMjKOSTtH7BKYkJdmegQ_WbfJUztH7Yv75NG2oZRaj39oAqG_LRj0bZrzPQWcWaFj2GRC33ej9U7NBnJNtxd6yS5WGyYSl-Dtnp1U8j3NaQG70SccEOgBUSbGqq3jM07CqfJ0Mw3F2COy-1Vqn3g==&xkcb=SoDB-_M3JkWHZa2bRx0LbzkdCdPP&p=0&fvj=1&vjs=3,Technoform Group,"From $85,000 a year",Full-time,Data-Architect,"Hybrid remote in Twinsburg, OH 44087",85000.0,85000.0,85000.0,Data Engineer,OH,N
2193,Systems Administrator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C6-0Rnabxt7V0j_adQifyJWye2HIaI3OPNHzquASdDkGPXLl6X5JQCdtnapOS3CHkZXSwVs4KyvRaLJ_hG5S5kGjENO_Vgh_TwvGEPww1f39Hrq6aOmFd-SzTzY81evW1ajFjmZOymtf318hiONdtlQjGz68FXmvSN4P5RoT8Jqbb5zq-Z5Y3YFr7lP2oGmjtsnVqKKyAF-iYMc63tJGJET1tzAb7su373WGV9Z2avI4ON4zu3apbu6mKiO6YVSLITH6xGL0l8HgQqaDj92_e2C51QEpxgJhamXVkl5DslSBifDgkWkyQuahZVAt8GGnlYa6XQWM4MB-ILbhvr4m4ig7G_o4QsCOFYudrcAs1ta17zcYg54Yi-GIXFaTglO-ADb898dz73jX1gYezjto5h9HrRavaHBQhs8gpNl_yDhdQECL8lfh3KepgqsbXqTKax8oYyHm3wmswT72pLWcEtUPzc9Xz0VQA_kyt0SX-41FQCwaKcOA-9b8bMyzigEMuaSVaDZ9rwPYx8Wrct7-BGQN91ll5myxEpNtcSUvE_3QrUHargxpBdjijQCKGsRbcpntrbQYvmx9DvFHnqUjGYtFEAkxC-cC4am-mnpvVUUOReFi3eirlK&xkcb=SoBc-_M3JkWHZa2bRx0IbzkdCdPP&p=3&fvj=1&vjs=3,TERI,"$70,000 - $80,000 a year",Full-time,Data-Architect,"Oceanside, CA 92058",70000.0,80000.0,75000.0,Business Analyst,CA,N
2197,Data Architect,https://www.indeed.com/rc/clk?jk=f40de339222a06d8&fccid=2a13b5ec705d5d43&vjs=3,Blu Omega LLC,"$146,000 - $156,000 a year","Contract
+1",Data-Architect,United States,146000.0,156000.0,151000.0,Data Architect,Remote,Y
