,job_description,link,company,salary,Employment type,search_term,location,salary_lower_range,salary_higher_range,salary_middle_range,job_title,state,is_remote
526,Statistical Assistant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-9NG1ika--Oy0wAe-xrPvOpnRI2wBVKtJ7ACIdl8IsJk0n5TcfTIxSDdglY_AdKnI0zB8ZMhaYuNYOigxYanlxQah1fBV9XyVI7Dz52esdHSqhvIYmLAnoSAr1KgHGdGqp5t9hsvmF72l3bTc6D2Rgj0CvFRuaefcFTR7GnTtkLMGUdijm8I4kUFXXKHWLqz85aj6BcHFOZHrqtDwShgmV_iBuCgbbx67kHFBll3gE8IzLPOcIoNdozT4kJiTQZfBzTIYntY0eMo9Cu_d-qu_008o-kfWpyZLWKzkZJIInS-us3HmlFa8NaEJRhXlUE4HxRCAiFjuWAWHAWlpgk-_XHIOFL4LYXszlnZGXOH-XnS6PGXngZXVHWahEoL_LEEoCddmZlXE_J2EjVX_i-YZ29IAIMIcDyn-rz7WbApSIgH8GHezH2cR1R5UPNa4uUZ6YhPlJM7Ij6oWPDCaoFYXdFgmeKSLdQMQ0yee2ajSORKeUMA4BQYo9ly_JG4dbPO5PXjidC5nPHq4L1NGAgJZw1OcTh1V_uyyc7CaeYnuG5Bw_SAvW5rVt_OOvyBE_DrtDB6fGRplP4BAfARMUyIuA4VIdhRBwK63mNa3fWgzTQVhjQfTSHQedAX6B0Z4_0IoLu7Ma1whArH33_faCyASTiY1HSqNIjPoaeonFQyaaNJZxUnvU5GNJnOndQbCTbs0BsrLro5quwAXhKQtDLw77wkQFJ6ImVdZoC5FLvu9ejr33gKh21f-6BL-keoLVsnqpLEm2xvAkbVMhgHUCSBu3z5SYDEm5o6xyzIPgT0bFdlgigIvex5qKTmjTvuyKFLXwC81bbIuyoDDPy5DsuyrLhwFWI289fytYOLdn6Q2tegAc1B7bEN6NVG86G1VfKQSMo5k6Z1hthfh9UH3Poi9NBji7hj44Z23xHHBu60EGs622ayMsWBtR7gw8V7KR0lUjcVXN0upcghPdmJMxSv4Cv3jMj0QZKJZfovEn_MWrBF1xG-mbum_hfoSeYqW4o7fW9POI6LcQOWRY4oSHHjUJUBslCOvED0GLNnYMCEm_knIeJ1TrRg9QaWYe8P0viahpteYdKwCyhbJB-zYEhQqbG726SWelEyKuoKt7T6rhA==&xkcb=SoB7-_M3JkVWYEA1FL0KbzkdCdPP&p=1&fvj=0&vjs=3,New Wave People,$20 - $25 an hour,Contract,Data-Scientist,"New York, NY 10004 ",41600.0,52000.0,46800.0,Business Analyst,NY,N
532,Senior Data Scientist,https://www.indeed.com/rc/clk?jk=ae2dfadc835985e9&fccid=d2c6abf8a785fc40&vjs=3,Coinbase,"$140,250 - $206,000 a year",Full-time,Data-Scientist,Remote,140250.0,206000.0,173125.0,Data Scientist,Remote,Y
535,Statistical Assistant,https://www.indeed.com/rc/clk?jk=f2a1b6cd6b9c4e17&fccid=1207874c0b8eb2ea&vjs=3,Staff Today Inc,$30 an hour,"Monday to Friday
+1",Data-Scientist,"New York, NY",62400.0,62400.0,62400.0,Business Analyst,NY,N
538,Data Scientist,https://www.indeed.com/company/Helix-Tech-IT-Solutions/jobs/Data-Scientist-0ea97de3ff7bc73c?fccid=154b86cb0c7061e0&vjs=3,Helix tech IT Solutions,"$80,829 - $176,902 a year",Full-time,Data-Scientist,Remote,80829.0,176902.0,128865.5,Data Scientist,Remote,Y
540,Data Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CzCzILUEakboGy0ySepIENf7AuXMoDxUwCKN1H0wxaFfouEKZ5aLlK5LR1PAzXAAoQO2pNC8uPFQHdqYLo0wX97Vosl5t2m1zvVGjh1zg75B0izbn2BgBAQQRgjUteRaVJ56nGIiGvu-J6vPPcbCNZdKCsFw5nmIWg3EsrMYfBBkSQisiaQoETVkmZ2X0VhPMfa8TVgVj6gxIE8Ud82RtleTQ3HeFxUbw_a6yd5QNFFnYyqvrOb6e8iGQ5dWh-5VINcWLjO2RmzqG5L2T9wH7w9-UtomRu4-HfvUDppl3uetrz5ZJUI3pK1U4KbpniVW_S1YGxZWIqsdU1Stt_k6xHbb2k2K3bYeRyoGrYWQx8PH_T5G-6OLVp6zpDrYcAt98Hh2w4wSQ8z6uPXVTIYBThDiaQwNcP-ZZSMg_DmpBNaNuzHNnVEBv8awp8wyO2YCEwf0o64zFEt--9dYOp-gfurh-0Bsw_p1ViTtGKVNw--CgBLw08WdhXk7lxDVSdZvX8Tep5poDATojrOush9eXBV5wtXcUbg3TXhJOarFJWjqWK3NvL2YE4UrclDlKi5j5Ejprak1iktA==&xkcb=SoCr-_M3JkVUV5WbRx0LbzkdCdPP&p=0&fvj=1&vjs=3,Kitty Hawk Technologies,"From $92,000 a year",Full-time,Data-Engineer,"King George, VA 22485",92000.0,92000.0,92000.0,Data Engineer,VA,N
541,Associate Data Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DepOg7TDxGKZPUDK5aMJwXQn2YTYIL3PVVUU2ENsp1lfsN6FS_mRfu3T7TjuZ6itqv3t74u0efg6sZxXkbK7Q2I5jHJ4OPu7F_0RrH5zbQRMtMUwzKjmEjzjhB_X-zgutf712hFuqVioBgEyODixr6dMTlxIsTWUSqwThEN3QQbhPuAPF_xioN_Ype1gx7BSdNsGRGews08bUcUsGy_rURx9Vwd61v_m2F7tRlCOjAhJrhPxK_PcOh6thAl0WqlsPLi7Jg6NgXakyzaUy1dXgC49de2fP305_oZgCw4StrM_4somzDaUu2WCGcw4CgVs2036yIdRmeXQFn1_P95yLds-TbDWxUlk9FrMxDv8vOU4fxMi0mmzNlCJ2sJTdEo1MCnYY-dFfIVcJWRrMhXPlVCn987THbC6Kbsm6A_oEiHilA2BgAbHGnxJcpYmHAPV5uywnMSv9M15MeYl3Wfm0HNQ-pY7NVO_vRUgtoZ-0C0KBlbibo7bz3vFPKXW92hRHFNlAjXYUfohhN3hF-WA2sxfcxQr_fNzrKqpP1NlZOKEKca-lcp7KXUErcCZ_4jP--9LyWvL8jZfDnEN38Hxjyh2xmxupo9gqAnmPSHIdnVSW4qBya7FCjA6gMm2DT5iMZBALroUxNssXCA-rblK0zd4plvp0pT1T2dOp8jrMfqAshp8IiRAHS8OvRUdcmJovy7PbX_6JZ7dYF0Ka8MaudCRV7agJctS0gtc4eMMA7QJ3_WRtZUsOvuwkhcrnw51UMe2a_l9nLXY-NHYCOQsm_SKezvvcgsPD6rdA6CLpeyDaufTnM78hAmgYCrb9G4aRo701u40Onhr2S2juDU7IclCSJE5wYNgEdV4zQVwJOPxMdlvDfXb93CPoO1KBiPDcOH4zHUwm4OELA2EgqPHteOMrMmaJI2r0=&xkcb=SoAf-_M3JkVUV5WbRx0KbzkdCdPP&p=1&fvj=0&vjs=3,Liberty Mutual,"$79,602 - $114,700 a year",Full-time,Data-Engineer,"Remote in Columbus, OH",79602.0,114700.0,97151.0,Data Engineer,OH,N
543,Data Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAezr-5Y981Z1DAlqNgxc_oBTCqSWb7n6OEBzxh4A7sHt8Uk6NxjDbGW_5SVLUEuwkRC9juljmHc7-_WVkqJdlgjr1KreHTSe_ztNj2oeFelV2WhJPtnCPwCdk__aZQcwye1HihKEbXeLREAVj8flVqGA6ZLyDGZQdJut1jHIPqBfp7Vok5FMbnApYLbU5iKTd5K3fi6F55PG5qt8ZMe-z7qMh6PjALx0W5-DDmGgg4gw9OKsn64iV3nTY1wlJ9LaMQV1RpqW3Wl7pGqIndbNhYwnHie7NcDBu4HmM7aQFRhj8zyNLly2Zn3MnJIwR6OMTdTct4kHOOppbNDrgAZ47I2KPjOZoh1eF7hqyoe8SZ4FTzCgGfNLNwQm9878Vj3hecErA4H4jb1w6zqZycpVPkuyQEbAUqLr5szZQk00GmHwDP8gMvNWatduRZNlgjnI1_rb9W0hZvxA_dxpzSRo-t98utzNFZ4EJJ-SD3_upMdtFsU7bSJtyoFFBe11DSKE9UY4oTPVe0vyU6_itR6i2SbB5sSp43wlRCqjYwQqSuEfSi2aS7HF3Xbv8MCwszo2xgiD-bDgqNcIB5pg4-vtbHxqYOcSxN0v4XVjylX4xSErk2uOwRPMR&xkcb=SoA2-_M3JkVUV5WbRx0IbzkdCdPP&p=3&fvj=1&vjs=3,Emergent Software,"$100,000 - $125,000 a year",Full-time,Data-Engineer,"Minneapolis-Saint Paul, MN",100000.0,125000.0,112500.0,Data Engineer,MN,N
544,Data Engineer,https://www.indeed.com/company/Scanbuy/jobs/Data-Engineer-de5e73eac17ad6f4?fccid=69f5b88d8df2656c&vjs=3,Scanbuy,"$95,000 - $125,000 a year",Full-time,Data-Engineer,"Hybrid remote in New York, NY 10018",95000.0,125000.0,110000.0,Data Engineer,NY,N
545,Data Engineer,https://www.indeed.com/company/Nixon-Webtech/jobs/Data-Engineer-f11c9854dd4de731?fccid=b54a6a32b24ec6b8&vjs=3,Nixon Webtech,"$60,000 - $90,000 a year",Full-time,Data-Engineer,"Hybrid remote in New York, NY 10010",60000.0,90000.0,75000.0,Data Engineer,NY,N
546,Data Engineer,https://www.indeed.com/company/Fortune-logix/jobs/Data-Engineer-0126d0e3ab279a99?fccid=b426cad33be35487&vjs=3,Fortune logix,$65 - $70 an hour,Contract,Data-Engineer,Remote,135200.0,145600.0,140400.0,Data Engineer,Remote,Y
548,Azure Data Engineer,https://www.indeed.com/company/Psrtek/jobs/Data-Engineer-29a12deefd7ccc45?fccid=a1677d45a765212a&vjs=3,PSRTEK,"$84,181.34 - $190,840.44 a year",Contract,Data-Engineer,"Berwick, ME 03901",84181.34,190840.44,137510.89,Data Engineer,ME,N
549,Data Engineer,https://www.indeed.com/rc/clk?jk=a8b6736b09885b23&fccid=e93a4e3e0f401814&vjs=3,OTG Management,"$100,000 - $140,000 a year",Full-time,Data-Engineer,"New York, NY 10010 ",100000.0,140000.0,120000.0,Data Engineer,NY,N
550,Data Engineer,https://www.indeed.com/rc/clk?jk=d029e23b616fe50c&fccid=4f8daa48ef966ab5&vjs=3,Paramount,"$115,000 - $130,000 a year",Full-time,Data-Engineer,"New York, NY 10036",115000.0,130000.0,122500.0,Data Engineer,NY,N
551,Azure Data Engineer,https://www.indeed.com/company/BinTech-Group-LLC/jobs/Data-Engineer-47079651d06bd31e?fccid=2cb72be997bffa34&vjs=3,Bintech Group Llc,$60 - $75 an hour,Contract,Data-Engineer,"New York, NY 10001 ",124800.0,156000.0,140400.0,Data Engineer,NY,N
552,Jr./Mid-Level Data Engineer,https://www.indeed.com/rc/clk?jk=28162dd96d9b7a0d&fccid=57184ee18a293d6e&vjs=3,Dama Technology Inc,"$70,000 - $125,000 a year",Full-time,Data-Engineer,"Remote in South San Francisco, CA 94083",70000.0,125000.0,97500.0,Data Engineer,CA,N
553,Data Engineer,https://www.indeed.com/company/Pomeroy-Technologies/jobs/Data-Engineer-5307fe5baf1fa994?fccid=9d8cd93c4ce7c8df&vjs=3,Pomeroy,$40 - $50 an hour,"Full-time
+1",Data-Engineer,Remote,83200.0,104000.0,93600.0,Data Engineer,Remote,Y
571,"Data Engineer, Entry Level ( Starting with Bootcamp).",https://www.indeed.com/company/PCS-GLOBAL-TECH/jobs/Data-Entry-Clerk-db9cb2d844ee4ac8?fccid=252beafbd99a6037&vjs=3,PCS Global Tech,"$60,000 - $70,000 a year","Full-time
+1",Data-Engineer,"New York, NY",60000.0,70000.0,65000.0,Data Engineer,NY,N
572,Associate Data Engineer,https://www.indeed.com/rc/clk?jk=c15b229bbc2a30b7&fccid=1ba7f338730ce720&vjs=3,Stanford University,"$97,000 - $130,000 a year",Full-time,Data-Engineer,"Redwood City, CA",97000.0,130000.0,113500.0,Data Engineer,CA,N
574,Data Engineer,https://www.indeed.com/rc/clk?jk=38d10858e6384637&fccid=52ccc35b91cf5ed0&vjs=3,The Dedham Group,"$115,000 - $150,000 a year",Full-time,Data-Engineer,"Remote in New York, NY",115000.0,150000.0,132500.0,Data Engineer,NY,N
577,Data Engineer,https://www.indeed.com/rc/clk?jk=211c5cd9297af263&fccid=b8ce556031512ca3&vjs=3,Zscaler,"$110,000 - $135,000 a year",Full-time,Data-Engineer,"Remote in San Jose, CA",110000.0,135000.0,122500.0,Data Engineer,CA,N
579,Junior Data Engineer,https://www.indeed.com/rc/clk?jk=9b1ae4b1977bb95f&fccid=b2d012e2571d5c7d&vjs=3,Open Road Media,"$55,000 - $75,000 a year",Full-time,Data-Engineer,"New York, NY 10038 ",55000.0,75000.0,65000.0,Data Engineer,NY,N
580,AWS Data Engineer,https://www.indeed.com/company/Highbrow--tech/jobs/Data-Engineer-438efdda9b402667?fccid=3c4418c05a3a90fc&vjs=3,highbrow-tech LLC,$45 - $60 an hour,Full-time,Data-Engineer,"Hybrid remote in Malvern, PA 19355",93600.0,124800.0,109200.0,Data Engineer,PA,N
581,Junior Data Engineer,https://www.indeed.com/rc/clk?jk=c5eb363943aac9c4&fccid=075431e2f3a24949&vjs=3,Serenity Mental Health Centers,"$45,000 a year",Full-time,Data-Engineer,"Remote in Lehi, UT 84043",45000.0,45000.0,45000.0,Data Engineer,UT,N
582,Sr. Data Engineer,https://www.indeed.com/company/Core-BTS/jobs/Data-Engineer-cf9ec5dcdb1cfac8?fccid=a7b21bcb2c3374b3&vjs=3,Core BTS,$52 - $63 an hour,Contract,Data-Engineer,Remote in Pennsylvania,108160.0,131040.0,119600.0,Data Engineer,PA,N
583,senior AWS Data Engineer,https://www.indeed.com/company/teconica-software/jobs/Data-Engineer-77f1038f4ded6818?fccid=e72c1471782f212b&vjs=3,FACEBOOK APP,$40.34 - $86.70 an hour,"Full-time
+1",Data-Engineer,Remote,83907.20000000001,180336.0,132121.6,Data Engineer,Remote,Y
584,"Senior Engineer, Data",https://www.indeed.com/rc/clk?jk=23c4aeb21af3d7a4&fccid=189d9431c3c1e8ca&vjs=3,Sony Electronics,"$130,000 - $145,000 a year",Full-time,Data-Engineer,Virginia,130000.0,145000.0,137500.0,Data Engineer,VA,N
615,Data Engineer,https://www.indeed.com/rc/clk?jk=95c4c1fd1f79f649&fccid=2a13b5ec705d5d43&vjs=3,Blu Omega LLC,"$136,000 - $146,000 a year","Contract
+1",Data-Engineer,United States,136000.0,146000.0,141000.0,Data Engineer,Remote,Y
616,Data Engineer,https://www.indeed.com/company/Ancora-Education/jobs/Data-Engineer-754a71eac55425ae?fccid=ec7b7eb8abf82cd4&vjs=3,Ancora Education,"$85,000 - $115,000 a year",Full-time,Data-Engineer,Remote,85000.0,115000.0,100000.0,Data Engineer,Remote,Y
617,Data Engineer,https://www.indeed.com/rc/clk?jk=9f1f8b391c04f4ed&fccid=a40f4a6b28443cfc&vjs=3,CINQCARE,"$100,000 - $120,000 a year",Full-time,Data-Engineer,"New York, NY 10004 ",100000.0,120000.0,110000.0,Data Engineer,NY,N
619,Data Engineer - Snowflake,https://www.indeed.com/rc/clk?jk=effa3bc75165b81e&fccid=ec00141efcac3522&vjs=3,the NBA,"$120,000 - $142,500 a year",Internship,Data-Engineer,"Secaucus, NJ 07094",120000.0,142500.0,131250.0,Data Engineer,NJ,N
620,BI Data Engineer (Remote),https://www.indeed.com/rc/clk?jk=8788d22486a4b40c&fccid=7e646b8cb4a11b13&vjs=3,"Stefanini, Inc",$75 - $85 an hour,Full-time,Data-Engineer,"Remote in New York, NY 10001",156000.0,176800.0,166400.0,Data Engineer,NY,N
621,Data Engineer,https://www.indeed.com/rc/clk?jk=48b8288004c7ff7a&fccid=f4a18456255cc168&vjs=3,Caden,"$110,000 - $140,000 a year",Full-time,Data-Engineer,"New York, NY",110000.0,140000.0,125000.0,Data Engineer,NY,N
622,Data Engineer,https://www.indeed.com/company/Vedainfo/jobs/Data-Engineer-c6e84e83c4308930?fccid=c96a8c05b2b5985e&vjs=3,Vedainfo,"Up to $145,000 a year",Full-time,Data-Engineer,"New York, NY 10001 ",145000.0,145000.0,145000.0,Data Engineer,NY,N
623,Data Engineer,https://www.indeed.com/company/Veridiic/jobs/Data-Engineer-7df0841eea60802f?fccid=4c0a0758079ae1aa&vjs=3,Manrco Inc,$80 an hour,Contract,Data-Engineer,Remote,166400.0,166400.0,166400.0,Data Engineer,Remote,Y
626,Data Engineer,https://www.indeed.com/company/Government-Tactical-Solutions/jobs/Data-Engineer-7a484bd1094f4b10?fccid=cee643d9d0fa59d1&vjs=3,Government Tactical Solutions,"$120,000 - $170,000 a year",Full-time,Data-Engineer,"Remote in Washington, DC",120000.0,170000.0,145000.0,Data Engineer,DC,N
627,"Data Engineer, Customer Enablement",https://www.indeed.com/rc/clk?jk=acadd6a99ca90654&fccid=7f7c8d4715e1afff&vjs=3,ActionIQ,"$103,000 - $115,500 a year",On call,Data-Engineer,"New York, NY ",103000.0,115500.0,109250.0,Data Engineer,NY,N
628,Data Engineer,https://www.indeed.com/rc/clk?jk=2f2f2594e3f0ca0a&fccid=be3b11aa573faee7&vjs=3,CVS Health,"$94,500 - $196,000 a year",Full-time,Data-Engineer,"Hartford, CT 06160 ",94500.0,196000.0,145250.0,Data Engineer,CT,N
629,Data Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AytblDjMhCTRr2PwXSTF3LlCyagmIhB_qBKYhkTsU9J0hTk5FFAzwJDmkNUWL_TlV2mdkmC1ddlHTvXbQEMMNvsM8HT6QyVxMDkXF9n6eDNtlzXu0lts3gryVF2X6tXCHpOmc8plH--bFAjWEdcH2w9VC5ea_0-6VgH2-HPXkTaBd-wIWqVviBTlk9Xj3T7LuZkDFZYYKRPjvGY9lf5K-sq56xYxrH-JbDkPPIJkJLS-PNO7SXPFX3QswRIGbC57TcQ9AMSlS2Mszx7jySzugc9Edj9pcsTBaXqfsNs_X_JlEOVmgMadTwQAqBMPuXRRVkZ41fxZ8oDqmQu_7j9CBC_MK2wcVitNIFZ5EY11zhCCYpMz7C3fRnEwRGo0n-e8h5wp4eoK97evpWomnenw33nJ8b2ObbKvd8hbPeNPEyBMM6Vdy-UJDC-ZO9PujXj8f_i9W5z5FN4AiGPcV42hV_Vtlp2a8h0FIHKBTEAMdw5MGoaVP6WE_wmG8HUqvX1Hs1VsZGbt74J59gVzL6EqG4MWR7C9qPPCxFqyiffBUru0o6N2iM7UT984IN4fVn1YVygjukjSk6AHnRfDKBtTdd-z_8E-93pbn6RnfqkfF_sn59wLaDBkNRAmUz8zfVW2ex1RDBgrcbmWdlhYflXDzchf8JkFPKRXWF8wvtgMKbjLJRBsi1GA1u3gFcKfJMoClaxSi8SzL4jMteoePhbyEnuOt9nrj_MLucOe5VeTm5xmN4dD6ft7RGL1qwroQ4g0-mPItGQ-D5XFHPBQ2SZr20Y8Yll0T8wjqniYbbZY6ylr0JY-_m7O_5TF1p77VEdEeNN8TNrQ3Rs2O-39WF4hp4peEZVz7r_q1RhFT7Ua4iE_IUkEP1RoHm8eDyBnapPlKyk6jseug8Hp6bPTnT1rroggZeHJB2pgDKVH4DVXZc8MD2DmNSD51FshlY6VRvcLxdbyz_rDEXKsnPAEpe1_lSLrwWtr2mO4xVTLRI7BZFUJuRUuGLwJFM5x340B-Jvr93yToUd1-cMAki-dyctO1V5BosY9Y4H2KzvebYQiwPd1iWz08RitEnyJiCGYYS2BbcXXAHL1rpvpb4OQH-81PvQugWsKX3r4g=&xkcb=SoCX-_M3JkVtArRyp50abzkdCdPP&p=14&fvj=0&vjs=3,"TalentBurst, Inc.",$60 - $61 an hour,Contract,Data-Engineer,"Montgomery, AL 36104",124800.0,126880.0,125840.0,Data Engineer,AL,N
675,Big Data Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DB5kBOyLrehaqw0LcU_LUnZVgn-e3V_ODQY3oDtE62Luw1k2p8MZ2wdIomoLXLCXvDR-ZXo-iWc50en3s1izY-DE0EHd11bY-Um7OpkPXI4LsFkjSbpJQT-WfvUpdUGAyGNvZ-U1j0czNWlPgjvFtsc4iJwlQ76b-1jQE8gVE1RkYzAn-lSb2RYItCkIY0fmWsBDB1VNfqgLMLKzavwikuXu2_fX3ulx6UMVjEgJRR0-sh_pBMWB8VQXzV1Fiu72h-MqNqxeZpAgiPdv0Up6ttIUNV5dvBAcBNTHCdR5Fx69YCXbNlaKfhscn1BVlHVBRFMD0A7Xfr64I1kJhmD3vQidZROHL88aMcD4c3fBb8GkSbgjeJ8BGnGbeuwrxHJNsSiAGoe9KGzS8V46Ex2OJdEsLXfR58fjmPGk4qJjxrKWYxNyhiHehB5rQJSqmmi5K8vAC2rIT1zU4BFrUiYhYBpyvr27RWwaA_p3xKZcXZqsR6uie3sRTicAltTdMM3uhZDaQV53YzBjfZgopPu6jLzR61Hrtqt-bTn2EsiyzSIET7B1TCLk2dwh6aegCvhT4HG-IKt4dHDA==&xkcb=SoCJ-_M3JkVrxIA1FL0LbzkdCdPP&p=0&fvj=1&vjs=3,Tech Consulting,$35 - $38 an hour,Full-time,Data-Engineer,"Atlanta, GA",72800.0,79040.0,75920.0,Data Engineer,GA,N
676,Data Engineer - Fulltime - Only GC & USC,https://www.indeed.com/company/Source-Mantra/jobs/Data-Engineer-64f49120e881141a?fccid=b65445b262770b09&vjs=3,Source Mantra,"$110,000 - $120,000 a year",Full-time,Data-Engineer,"New York, NY",110000.0,120000.0,115000.0,Data Engineer,NY,N
680,Senior Data Engineer,https://www.indeed.com/rc/clk?jk=f15f6b44f98d80cf&fccid=7d7b563c6a3a9653&vjs=3,NYC Careers,"$38,333 - $140,000 a year",Full-time,Data-Engineer,"Manhattan, NY 10004 ",38333.0,140000.0,89166.5,Data Engineer,NY,N
681,Quality Engineer Data Specialist,https://www.indeed.com/rc/clk?jk=c838a7de79adcc94&fccid=2c6850e24c8a2811&vjs=3,Federal Reserve Bank of New York,"$148,400 - $207,900 a year",Full-time,Data-Engineer,"New York, NY",148400.0,207900.0,178150.0,Data Engineer,NY,N
682,Big Data Engineer,https://www.indeed.com/company/Quantum-Solutions/jobs/Data-Engineer-bbbaaefcb3b633cf?fccid=3803d49a6af636dc&vjs=3,Quantum Solutions,$60 - $65 an hour,Contract,Data-Engineer,"Phoenix, AZ 85054 ",124800.0,135200.0,130000.0,Data Engineer,AZ,N
683,Cloud Data Engineer,https://www.indeed.com/company/taa-solutions-llc/jobs/Cloud-Engineer-9d5a530b458fd35d?fccid=dc14d8d15c8abaea&vjs=3,TAA Solutions LLC,$75 - $135 an hour,"Full-time
+1",Data-Engineer,Remote,156000.0,280800.0,218400.0,Data Engineer,Remote,Y
686,DATA ENGINEER (AWS + SNOWFLAKE),https://www.indeed.com/company/cobbenn/jobs/Data-Engineer-d103453a5b268b68?fccid=182e6e5d1cd6aafb&vjs=3,Cobenn Inc.,"$80,000 - $100,000 a year",Full-time,Data-Engineer,"New York, NY",80000.0,100000.0,90000.0,Data Engineer,NY,N
688,Data Engineer (Datasets) - Remote,https://www.indeed.com/rc/clk?jk=e5c32b376f73747a&fccid=d09448ca8fecea9f&vjs=3,Reality Defender,"$100,000 - $200,000 a year",Full-time,Data-Engineer,"Remote in New York, NY",100000.0,200000.0,150000.0,Data Engineer,NY,N
689,Senior Data Quality Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5IatSLh_Ak1q39eQQoPIxD737RW9NeiYGvIRXkrLjEBkC4LI6KweFMaB7igpdWMnsfRNLm1L2W0NfUWKR4qXeFbEeSeQJtnt1WFixvXECrILVk8PoOjTJy-rhneNcC0QP4WtYXoii_i50Pls6_9Hs4xfhAHZs202cr7cUnDHcLxuuD2v66htukUKt0GWX5n5PzFHqFc7AfL4kB0FRQYSLAuRnaaEZ4IFYV1ECS87DoDEkDhBi6UkHIzZUSmSjHJvaUNnB5XRzrmwj_2I_PVINnxlBLMZySm3ELqGy78EFHkkuFDABr67_viuRlqmTlzX3iQNHzBw1Z9MU1yfjwP0fKl8qbY9VJR54skSzPXVQUC0Np_is6snQXxfEIHodFLrBrvKcuHr7CuvfJXhqm_E4060EhUpem1CXQ43RzSxBY6ZvBIfM-T8xcWUZjK_h8TPDAAbOkENuHb_0aYelk4wBtG2evf5RAjJaJ3edH_lSzw_2Jrd89QVfU8KJCyxdE-FdFjVP2M8AKrpDWOqIR5ONkBQBs7lv8NJMn-5TcLlKRfdB7XcVYePiPZf9RDAOeoVum3CqwcACFUXQqWO136O9HAC7mqvyDi1eVtYl2VQ-8bE-JqsbFXZnFsafLVFjY96hKxSCBSVTkIQluPS55BSYNAVS5qI2MU12KHB4B-mQ-2yScrfNSmeHgvvsYju0ixbMwl2GatPQUA==&xkcb=SoDU-_M3JkVrxIA1FL0FbzkdCdPP&p=14&fvj=0&vjs=3,Kforce,$70 - $80 an hour,Contract,Data-Engineer,"Irvine, CA 92618",145600.0,166400.0,156000.0,Data Engineer,CA,N
750,Sr. Data Engineer,https://www.indeed.com/rc/clk?jk=0d3449d95a4097a8&fccid=316c778b7bc10b48&vjs=3,Fanatics,"$160,000 - $200,000 a year",On call,Data-Engineer,"Los Angeles, CA",160000.0,200000.0,180000.0,Data Engineer,CA,N
752,Lead Data Engineer,https://www.indeed.com/rc/clk?jk=ecf5518b94ec10fd&fccid=6f31e2074a3d8a7b&vjs=3,Northwell Health,"$98,300 - $170,100 a year",Full-time,Data-Engineer,"Melville, NY 11747",98300.0,170100.0,134200.0,Data Engineer,NY,N
753,Azure Data Engineer,https://www.indeed.com/company/Hire-IT-People-Inc/jobs/Data-Engineer-e82eb132c6686954?fccid=4a15e0320af4226d&vjs=3,Hire IT People Inc,"Up to $120,000 a year",Full-time,Data-Engineer,Remote,120000.0,120000.0,120000.0,Data Engineer,Remote,Y
755,Data Engineer,https://www.indeed.com/rc/clk?jk=f1eb2d58e5660b28&fccid=ce06339e6f22b214&vjs=3,Child Mind Institute,"$119,000 - $147,000 a year",Full-time,Data-Engineer,"Hybrid remote in New York, NY 10022",119000.0,147000.0,133000.0,Data Engineer,NY,N
758,Data Engineer Specialist,https://www.indeed.com/rc/clk?jk=856b038c09ae5544&fccid=ae24f29d22570194&vjs=3,Ascension,"From $85,280 a year",Full-time,Data-Engineer,Remote,85280.0,85280.0,85280.0,Data Engineer,Remote,Y
760,Senior Data Engineer,https://www.indeed.com/rc/clk?jk=fc4433bad38394c1&fccid=8c4936ea25f76a04&vjs=3,Link Logistics Real Estate,"$197,000 a year",Full-time,Data-Engineer,Remote in New York State,197000.0,197000.0,197000.0,Data Engineer,NY,N
761,Data Engineer,https://www.indeed.com/company/OTS-Solutions/jobs/Data-Engineer-71475f5cce9da521?fccid=f48d407b160047e2&vjs=3,OTS Solutions,"$86,305.79 - $174,017.66 a year",Full-time,Data-Engineer,"Columbia, MD 21044",86305.79,174017.66,130161.725,Data Engineer,MD,N
763,"Data Engineer (Hybrid, Orange County)",https://www.indeed.com/company/VB/jobs/Data-Engineer-ae6f0a881076a9d0?fccid=cd4c75e687ff05a1&vjs=3,VB,$70 an hour,"Contract
+1",Data-Engineer,"Hybrid remote in Rancho Santa Margarita, CA 92688",145600.0,145600.0,145600.0,Data Engineer,CA,N
764,Data Visualization Engineer,https://www.indeed.com/company/Veear-Projects-inc./jobs/Data-Engineer-3e9b724226521493?fccid=19e8fc976188832a&vjs=3,Veear Projects Inc.,$50 - $54 an hour,Contract,Data-Engineer,Remote,104000.0,112320.0,108160.0,Data Engineer,Remote,Y
